,age,gender,race
9644,10,0,0
9645,46,0,2
9646,50,0,0
9647,35,1,2
9648,6,1,3
9649,3,1,0
9650,4,0,0
9651,1,1,0
9652,7,0,0
9653,16,1,2
9654,2,0,0
9655,56,1,0
9656,1,1,2
9657,45,0,4
9658,48,1,0
9659,24,1,3
9660,1,0,2
9661,6,1,3
9662,46,0,0
9663,11,1,0
9664,2,1,3
9665,30,1,0
9666,2,1,2
9667,1,1,2
9668,27,1,2
9669,42,0,2
9670,37,1,2
9671,80,1,0
9672,52,0,0
9673,24,1,3
9674,8,1,0
9675,25,1,0
9676,85,0,0
9677,3,0,2
9678,88,1,0
9679,58,0,0
9680,85,1,0
9681,8,1,3
9682,25,1,2
9683,53,0,1
9684,44,0,1
9685,1,0,2
9686,52,0,0
9687,6,1,3
9688,39,0,2
9689,5,1,0
9690,27,1,0
9691,24,1,2
9692,85,1,0
9693,2,1,4
9694,25,1,3
9695,7,0,1
9696,6,1,0
9697,85,1,0
9698,83,1,0
9699,1,0,2
9700,29,0,0
9701,1,1,2
9702,31,1,0
9703,25,1,3
9704,1,0,2
9705,2,1,0
9706,21,1,0
9707,1,1,2
9708,17,0,0
9709,24,1,2
9710,8,1,0
9711,2,1,2
9712,16,1,0
9713,8,1,3
9714,80,1,0
9715,3,1,3
9716,9,0,2
9717,9,0,0
9718,20,0,0
9719,56,1,0
9720,75,1,3
9721,9,0,0
9722,72,0,0
9723,63,0,0
9724,35,0,0
9725,1,1,2
9726,54,0,3
9727,71,1,0
9728,47,0,0
9729,26,0,3
9730,2,1,4
9731,24,1,3
9732,80,0,2
9733,9,0,0
9734,60,1,0
9735,45,1,0
9736,3,1,2
9737,32,1,0
9738,34,0,0
9739,52,0,0
9740,4,1,0
9741,69,0,0
9742,1,0,0
9743,15,0,0
9744,5,0,0
9745,6,1,0
9746,54,1,0
9747,86,1,0
9748,16,0,0
9749,3,0,0
9750,2,1,0
9751,2,1,1
9752,2,1,2
9753,8,1,0
9754,50,1,3
9755,16,1,4
9756,35,1,3
9757,23,1,0
9758,52,0,0
9759,16,0,0
9760,39,0,0
9761,56,1,0
9762,16,1,0
9763,1,1,2
9764,90,1,0
9765,23,1,3
9766,61,0,0
9767,1,0,2
9768,21,0,4
9769,25,1,4
9770,14,1,2
9771,29,1,0
9772,74,0,0
9773,1,0,2
9774,1,1,3
9775,1,1,0
9776,67,0,0
9777,2,0,2
9778,3,1,3
9779,32,1,4
9780,4,1,0
9781,3,1,3
9782,24,0,1
9783,40,0,0
9784,60,1,0
9785,95,1,2
9786,2,1,2
9787,25,1,0
9788,50,0,3
9789,56,0,0
9790,15,0,0
9791,2,0,2
9792,20,1,4
9793,45,0,0
9794,54,0,0
9795,28,0,4
9796,58,0,0
9797,14,0,2
9798,24,0,2
9799,1,0,2
9800,68,0,0
9801,3,1,1
9802,1,1,3
9803,16,0,0
9804,32,1,3
9805,66,1,0
9806,22,0,4
9807,69,1,0
9808,21,0,4
9809,37,0,0
9810,8,1,0
9811,65,0,0
9812,72,0,1
9813,12,1,0
9814,65,0,0
9815,55,0,0
9816,53,1,0
9817,65,1,0
9818,1,1,2
9819,17,1,0
9820,3,1,0
9821,1,1,0
9822,26,0,1
9823,6,1,2
9824,17,0,0
9825,17,1,0
9826,1,1,0
9827,2,1,2
9828,5,0,2
9829,5,1,2
9830,9,0,0
9831,22,1,1
9832,67,1,2
9833,23,1,3
9834,20,1,0
9835,4,0,3
9836,22,1,4
9837,29,1,3
9838,25,1,0
9839,2,0,2
9840,16,0,0
9841,36,0,0
9842,52,0,0
9843,39,1,3
9844,25,1,0
9845,42,1,0
9846,5,1,0
9847,26,1,0
9848,3,1,2
9849,15,0,0
9850,1,0,2
9851,21,1,3
9852,3,0,0
9853,42,1,0
9854,1,0,3
9855,42,1,1
9856,9,0,0
9857,9,0,0
9858,1,0,2
9859,18,1,4
9860,37,1,0
9861,24,1,2
9862,1,0,3
9863,4,1,2
9864,26,1,3
9865,32,0,2
9866,28,0,0
9867,2,1,0
9868,29,0,1
9869,41,0,2
9870,24,0,0
9871,40,0,0
9872,2,0,2
9873,42,1,0
9874,1,1,0
9875,17,1,3
9876,71,0,0
9877,8,1,0
9878,2,0,2
9879,2,0,0
9880,19,0,3
9881,85,1,0
9882,26,1,2
9883,46,0,4
9884,17,0,0
9885,18,0,0
9886,40,0,4
9887,84,0,0
9888,10,0,0
9889,86,1,0
9890,32,1,0
9891,71,1,0
9892,16,1,2
9893,7,1,4
9894,34,1,0
9895,33,0,0
9896,3,1,2
9897,4,1,3
9898,3,1,3
9899,55,0,0
9900,32,0,2
9901,38,1,4
9902,4,1,0
9903,64,1,0
9904,16,1,0
9905,80,0,0
9906,14,1,2
9907,38,0,1
9908,32,1,0
9909,75,0,1
9910,42,1,0
9911,29,0,0
9912,46,1,0
9913,6,1,3
9914,2,0,4
9915,2,1,2
9916,41,0,0
9917,1,0,3
9918,54,1,0
9919,9,1,4
9920,2,0,2
9921,9,0,0
9922,1,1,3
9923,40,1,0
9924,1,0,0
9925,21,1,4
9926,2,1,4
9927,10,0,4
9928,1,0,0
9929,34,1,0
9930,26,1,3
9931,1,0,2
9932,3,1,3
9933,72,1,0
9934,1,0,4
9935,67,1,3
9936,70,0,0
9937,41,0,0
9938,2,1,2
9939,24,1,0
9940,85,1,0
9941,4,1,2
9942,10,0,0
9943,50,0,0
9944,80,1,0
9945,75,0,0
9946,35,0,0
9947,67,0,0
9948,16,0,0
9949,52,0,0
9950,4,1,1
9951,85,1,0
9952,29,0,0
9953,37,0,0
9954,12,1,3
9955,21,1,3
9956,38,1,3
9957,42,0,0
9958,2,1,0
9959,19,1,3
9960,47,1,0
9961,5,1,4
9962,1,1,4
9963,62,0,0
9964,26,1,2
9965,1,1,2
9966,10,0,0
9967,84,1,2
9968,1,1,0
9969,25,1,4
9970,25,1,0
9971,1,1,2
9972,48,0,4
9973,6,1,0
9974,32,0,2
9975,18,1,0
9976,50,0,4
9977,1,1,3
9978,22,0,2
9979,67,1,0
9980,1,0,3
9981,60,1,0
9982,1,0,2
9983,1,0,3
9984,20,1,2
9985,70,0,0
9986,28,1,0
9987,26,1,0
9988,88,1,2
9989,60,1,0
9990,46,0,0
9991,56,1,0
9992,13,1,2
9993,2,1,4
9994,1,1,0
9995,43,0,0
9996,56,0,0
9997,24,1,2
9998,24,0,2
9999,58,0,0
10000,10,1,0
10001,40,1,0
10002,15,0,0
10003,8,0,0
10004,21,1,2
10005,16,0,0
10006,9,0,0
10007,8,0,0
10008,1,0,3
10009,56,0,0
10010,8,1,4
10011,42,1,2
10012,58,0,2
10013,17,1,0
10014,1,0,2
10015,60,0,1
10016,1,0,3
10017,56,1,0
10018,16,1,4
10019,61,0,3
10020,9,0,0
10021,2,1,2
10022,62,0,1
10023,25,1,0
10024,16,1,0
10025,30,1,3
10026,21,1,4
10027,14,0,0
10028,27,1,3
10029,59,0,0
10030,38,1,3
10031,6,1,0
10032,1,1,2
10033,72,0,0
10034,1,1,2
10035,11,0,0
10036,2,0,4
10037,18,0,4
10038,30,1,3
10039,61,1,3
10040,1,0,4
10041,3,1,0
10042,14,0,0
10043,3,0,2
10044,1,1,0
10045,71,0,0
10046,2,1,0
10047,32,1,2
10048,45,0,0
10049,1,0,2
10050,24,1,0
10051,8,0,0
10052,2,0,2
10053,48,0,0
10054,52,0,4
10055,4,1,4
10056,1,0,2
10057,60,1,0
10058,71,0,1
10059,25,1,4
10060,54,0,0
10061,84,1,0
10062,28,0,4
10063,32,1,3
10064,29,1,2
10065,16,1,0
10066,28,1,3
10067,28,0,4
10068,1,0,2
10069,60,1,0
10070,41,1,0
10071,7,0,1
10072,1,1,3
10073,2,0,4
10074,5,1,2
10075,52,1,0
10076,26,1,4
10077,15,0,0
10078,31,0,3
10079,48,1,0
10080,18,1,4
10081,65,1,0
10082,10,1,0
10083,50,1,0
10084,1,0,2
10085,53,1,2
10086,2,0,2
10087,4,1,3
10088,38,0,2
10089,1,0,3
10090,14,0,0
10091,9,0,0
10092,14,0,3
10093,7,1,3
10094,2,1,2
10095,20,1,4
10096,52,0,3
10097,66,1,0
10098,30,0,2
10099,70,0,0
10100,9,0,0
10101,83,1,0
10102,13,1,4
10103,29,1,4
10104,43,0,0
10105,69,1,0
10106,45,0,0
10107,60,0,0
10108,5,0,2
10109,65,1,0
10110,1,0,0
10111,31,0,2
10112,8,0,0
10113,95,1,0
10114,26,1,3
10115,85,1,0
10116,2,0,2
10117,10,0,0
10118,5,0,2
10119,12,1,3
10120,10,1,2
10121,16,0,0
10122,66,1,0
10123,30,1,3
10124,1,0,2
10125,48,1,0
10126,24,1,0
10127,36,1,2
10128,16,0,0
10129,53,0,0
10130,36,0,0
10131,1,0,2
10132,3,1,4
10133,29,0,0
10134,16,1,3
10135,40,1,0
10136,71,1,0
10137,80,1,0
10138,21,0,4
10139,6,1,2
10140,54,1,0
10141,1,0,0
10142,55,0,0
10143,7,1,0
10144,23,1,0
10145,26,1,0
10146,24,1,4
10147,17,0,0
10148,2,0,2
10149,1,0,2
10150,19,0,0
10151,57,0,0
10152,2,0,2
10153,16,1,1
10154,21,0,3
10155,57,1,0
10156,1,0,2
10157,1,1,3
10158,5,1,2
10159,24,1,3
10160,29,1,3
10161,52,1,0
10162,4,1,4
10163,49,1,0
10164,44,1,0
10165,7,0,4
10166,72,1,0
10167,37,1,0
10168,1,0,4
10169,3,0,4
10170,4,1,2
10171,23,1,3
10172,24,1,3
10173,39,1,0
10174,7,0,0
10175,18,1,0
10176,26,1,4
10177,5,1,2
10178,1,0,3
10179,71,0,0
10180,85,1,2
10181,4,1,2
10182,5,1,0
10183,12,0,0
10184,85,1,1
10185,1,1,0
10186,53,0,0
10187,8,1,0
10188,4,1,2
10189,48,1,0
10190,22,1,3
10191,37,1,0
10192,13,1,0
10193,32,0,0
10194,4,0,1
10195,13,0,0
10196,1,0,3
10197,45,1,0
10198,39,1,4
10199,1,0,2
10200,75,0,2
10201,13,1,0
10202,9,1,0
10203,3,1,2
10204,31,0,2
10205,16,0,0
10206,21,1,3
10207,7,1,0
10208,60,0,2
10209,18,1,2
10210,8,1,0
10211,86,1,0
10212,75,1,0
10213,4,1,4
10214,8,1,0
10215,17,0,0
10216,2,0,2
10217,2,1,4
10218,16,1,0
10219,28,1,0
10220,3,1,0
10221,9,1,4
10222,4,1,4
10223,70,1,0
10224,8,1,4
10225,89,1,2
10226,72,1,0
10227,2,1,0
10228,2,0,2
10229,12,1,2
10230,23,1,1
10231,25,0,0
10232,60,1,0
10233,75,0,3
10234,1,1,2
10235,34,1,3
10236,43,0,0
10237,27,0,3
10238,1,0,2
10239,45,0,0
10240,26,1,0
10241,70,1,0
10242,21,1,4
10243,32,1,4
10244,1,0,0
10245,28,0,0
10246,8,1,2
10247,59,1,0
10248,16,1,0
10249,1,1,2
10250,25,1,2
10251,1,0,2
10252,61,0,0
10253,49,0,0
10254,23,1,3
10255,53,1,0
10256,39,0,0
10257,54,0,0
10258,5,0,0
10259,58,0,0
10260,2,1,4
10261,4,0,0
10262,1,1,3
10263,1,1,2
10264,60,1,0
10265,3,0,0
10266,61,0,2
10267,17,0,0
10268,2,1,0
10269,24,1,0
10270,26,0,4
10271,1,0,0
10272,58,1,3
10273,24,1,3
10274,9,0,0
10275,13,0,0
10276,17,1,4
10277,14,0,0
10278,1,0,4
10279,60,1,0
10280,90,0,0
10281,47,0,0
10282,31,0,0
10283,16,1,0
10284,5,0,0
10285,4,0,0
10286,1,1,3
10287,15,1,2
10288,1,0,3
10289,31,1,1
10290,5,0,2
10291,1,1,2
10292,4,1,2
10293,76,0,0
10294,71,0,0
10295,55,1,3
10296,28,1,4
10297,15,0,0
10298,36,1,3
10299,43,0,0
10300,11,1,0
10301,61,1,0
10302,9,0,1
10303,40,0,4
10304,24,1,0
10305,28,1,3
10306,54,0,3
10307,39,0,0
10308,4,1,2
10309,82,0,0
10310,57,0,0
10311,1,1,0
10312,60,1,3
10313,40,0,0
10314,3,0,2
10315,15,0,0
10316,7,0,0
10317,2,1,2
10318,14,0,4
10319,45,1,0
10320,28,0,2
10321,1,0,0
10322,49,1,0
10323,40,0,0
10324,1,0,0
10325,14,1,3
10326,52,1,0
10327,6,1,2
10328,18,1,0
10329,9,0,0
10330,19,1,0
10331,1,0,0
10332,5,1,2
10333,21,1,0
10334,60,1,0
10335,10,0,0
10336,46,1,0
10337,1,0,0
10338,52,0,0
10339,2,1,2
10340,8,1,0
10341,12,1,0
10342,3,1,0
10343,65,0,0
10344,31,1,4
10345,41,1,0
10346,37,0,0
10347,4,1,0
10348,33,0,0
10349,1,0,2
10350,32,1,4
10351,2,1,2
10352,64,0,0
10353,2,0,0
10354,15,0,0
10355,33,0,0
10356,20,0,2
10357,28,1,3
10358,2,1,3
10359,52,0,0
10360,23,0,0
10361,72,1,3
10362,3,1,2
10363,34,0,0
10364,51,0,0
10365,18,1,0
10366,25,0,3
10367,90,1,0
10368,4,1,2
10369,4,0,0
10370,3,1,4
10371,3,1,2
10372,1,1,3
10373,69,1,0
10374,16,1,0
10375,10,0,0
10376,1,0,2
10377,1,0,3
10378,3,1,4
10379,1,0,3
10380,29,1,3
10381,35,1,3
10382,6,0,2
10383,32,0,0
10384,26,1,3
10385,53,0,0
10386,59,0,0
10387,53,1,0
10388,38,0,0
10389,60,0,0
10390,58,0,0
10391,25,0,3
10392,85,1,3
10393,1,0,4
10394,31,1,1
10395,34,1,0
10396,1,0,0
10397,75,0,2
10398,33,1,4
10399,10,1,0
10400,4,1,0
10401,5,1,0
10402,28,0,0
10403,2,0,2
10404,1,1,0
10405,22,1,4
10406,1,1,2
10407,56,0,3
10408,48,0,0
10409,56,0,0
10410,78,0,0
10411,53,0,0
10412,42,0,0
10413,1,0,2
10414,57,0,0
10415,46,1,0
10416,3,0,2
10417,21,0,3
10418,2,0,0
10419,15,0,0
10420,18,1,0
10421,1,1,3
10422,16,0,0
10423,52,0,0
10424,1,0,2
10425,32,0,3
10426,52,1,0
10427,35,0,3
10428,1,1,0
10429,38,0,2
10430,1,1,0
10431,4,1,3
10432,24,0,2
10433,14,1,0
10434,24,1,0
10435,31,0,0
10436,18,1,0
10437,15,0,0
10438,45,0,0
10439,69,0,0
10440,1,0,0
10441,4,1,2
10442,17,0,0
10443,24,1,4
10444,30,0,0
10445,2,1,4
10446,42,0,0
10447,38,0,2
10448,23,1,1
10449,16,1,4
10450,15,0,0
10451,4,1,1
10452,8,1,0
10453,61,0,3
10454,1,1,3
10455,25,1,3
10456,42,0,0
10457,65,1,0
10458,55,0,2
10459,4,0,0
10460,3,0,0
10461,7,0,2
10462,32,1,3
10463,5,1,3
10464,79,1,0
10465,2,1,4
10466,1,0,0
10467,19,0,2
10468,10,0,0
10469,64,0,0
10470,8,1,0
10471,52,0,0
10472,12,0,4
10473,1,1,2
10474,21,1,3
10475,96,1,0
10476,56,1,2
10477,22,0,0
10478,35,0,1
10479,20,1,0
10480,62,0,2
10481,32,1,0
10482,25,1,0
10483,34,0,0
10484,1,0,4
10485,18,1,0
10486,29,1,0
10487,1,1,0
10488,41,0,0
10489,33,1,3
10490,1,1,3
10491,56,0,0
10492,13,1,4
10493,53,1,0
10494,1,0,2
10495,25,1,2
10496,1,0,0
10497,12,1,0
10498,18,0,0
10499,28,1,4
10500,35,0,0
10501,39,0,0
10502,4,0,2
10503,19,1,4
10504,1,0,2
10505,14,1,0
10506,25,0,0
10507,22,0,2
10508,36,0,0
10509,35,1,0
10510,14,1,0
10511,26,1,2
10512,78,0,0
10513,24,1,0
10514,1,0,1
10515,31,1,0
10516,40,0,0
10517,8,1,3
10518,26,0,0
10519,10,1,3
10520,63,0,0
10521,28,1,4
10522,17,1,4
10523,52,0,3
10524,47,0,0
10525,28,0,4
10526,1,0,2
10527,60,1,0
10528,39,0,0
10529,25,1,0
10530,48,0,0
10531,4,0,2
10532,39,0,0
10533,26,1,2
10534,2,0,1
10535,2,1,2
10536,29,0,0
10537,1,1,4
10538,6,1,2
10539,72,1,0
10540,3,0,3
10541,76,0,0
10542,52,0,0
10543,8,1,4
10544,1,1,0
10545,13,1,0
10546,23,1,2
10547,7,1,0
10548,24,1,2
10549,52,1,0
10550,7,1,0
10551,1,0,0
10552,1,0,0
10553,36,1,4
10554,58,0,0
10555,52,0,0
10556,1,1,0
10557,16,0,0
10558,39,1,0
10559,26,1,3
10560,64,0,0
10561,60,1,1
10562,4,0,2
10563,5,1,2
10564,20,0,3
10565,43,0,0
10566,71,1,0
10567,2,1,2
10568,22,0,0
10569,37,0,0
10570,77,1,0
10571,32,1,2
10572,37,0,0
10573,5,0,0
10574,53,0,0
10575,24,1,3
10576,28,0,0
10577,15,0,0
10578,26,1,1
10579,25,1,3
10580,37,0,0
10581,24,1,3
10582,58,1,3
10583,2,0,0
10584,27,1,4
10585,2,1,2
10586,10,0,0
10587,2,1,1
10588,1,1,3
10589,51,0,0
10590,85,1,1
10591,1,1,2
10592,39,0,0
10593,1,1,0
10594,2,1,0
10595,1,0,3
10596,18,1,0
10597,16,1,0
10598,7,1,0
10599,76,0,0
10600,75,1,0
10601,49,1,0
10602,10,0,1
10603,2,1,2
10604,1,1,0
10605,21,1,2
10606,21,1,3
10607,40,0,0
10608,58,0,0
10609,12,0,0
10610,8,1,4
10611,18,0,4
10612,76,0,0
10613,16,1,0
10614,11,0,0
10615,42,1,0
10616,21,0,4
10617,21,0,4
10618,13,0,0
10619,13,1,0
10620,18,1,0
10621,22,1,3
10622,52,1,0
10623,36,1,0
10624,27,0,3
10625,31,1,3
10626,4,0,3
10627,34,0,0
10628,101,1,2
10629,26,0,4
10630,1,0,2
10631,10,1,1
10632,3,1,2
10633,27,1,4
10634,4,1,2
10635,76,1,0
10636,27,0,0
10637,1,0,2
10638,25,1,4
10639,29,1,0
10640,58,0,0
10641,1,1,2
10642,5,1,0
10643,26,1,3
10644,16,0,0
10645,4,1,4
10646,57,0,0
10647,8,1,2
10648,24,1,0
10649,28,1,0
10650,31,0,4
10651,21,1,3
10652,36,1,3
10653,17,1,0
10654,72,1,0
10655,46,0,0
10656,62,0,0
10657,1,1,0
10658,51,0,0
10659,18,1,0
10660,8,0,2
10661,5,0,0
10662,1,1,0
10663,36,0,0
10664,67,0,0
10665,2,1,2
10666,33,1,0
10667,26,1,0
10668,56,0,0
10669,2,1,2
10670,1,0,0
10671,60,0,4
10672,45,1,2
10673,43,1,0
10674,76,1,1
10675,31,0,2
10676,67,1,0
10677,13,1,0
10678,1,0,3
10679,26,1,2
10680,9,0,1
10681,26,1,3
10682,1,1,4
10683,24,0,0
10684,79,0,0
10685,21,0,4
10686,1,0,3
10687,12,1,0
10688,49,1,0
10689,18,1,0
10690,1,1,2
10691,2,1,3
10692,50,1,0
10693,36,1,2
10694,17,0,4
10695,7,0,0
10696,21,0,4
10697,82,0,2
10698,1,0,3
10699,82,0,0
10700,62,1,0
10701,16,1,4
10702,16,0,0
10703,10,1,0
10704,70,1,0
10705,20,0,0
10706,62,1,0
10707,2,1,2
10708,50,1,0
10709,24,1,3
10710,88,1,0
10711,52,0,0
10712,1,0,2
10713,21,1,3
10714,53,0,0
10715,7,0,0
10716,44,1,0
10717,7,1,4
10718,68,0,0
10719,25,1,0
10720,41,0,4
10721,4,1,0
10722,41,0,0
10723,53,0,0
10724,36,0,1
10725,41,1,3
10726,34,1,0
10727,53,1,0
10728,1,0,4
10729,6,1,0
10730,33,0,4
10731,24,0,4
10732,29,1,3
10733,1,0,3
10734,27,1,0
10735,1,0,0
10736,1,0,3
10737,15,1,2
10738,39,0,0
10739,62,1,0
10740,1,0,3
10741,17,0,3
10742,18,0,0
10743,100,1,0
10744,60,1,0
10745,12,1,0
10746,2,0,2
10747,40,1,0
10748,26,1,0
10749,50,0,3
10750,18,1,3
10751,78,0,0
10752,8,1,0
10753,73,0,0
10754,74,1,2
10755,8,1,3
10756,3,1,3
10757,1,1,0
10758,1,1,2
10759,8,1,0
10760,1,0,0
10761,49,1,0
10762,75,0,0
10763,11,1,3
10764,26,1,3
10765,1,0,2
10766,1,1,4
10767,80,1,0
10768,1,0,3
10769,52,1,0
10770,36,1,0
10771,3,1,2
10772,29,1,0
10773,1,0,0
10774,7,1,2
10775,66,1,0
10776,65,0,0
10777,1,0,0
10778,4,1,0
10779,64,1,0
10780,21,0,2
10781,48,0,0
10782,16,1,4
10783,6,1,4
10784,24,1,4
10785,18,1,0
10786,1,0,0
10787,17,1,0
10788,46,1,0
10789,1,0,0
10790,9,0,0
10791,9,0,0
10792,1,1,0
10793,28,1,0
10794,63,1,1
10795,1,1,2
10796,2,1,4
10797,8,1,0
10798,2,0,4
10799,24,1,0
10800,26,0,2
10801,59,1,0
10802,100,1,2
10803,1,0,3
10804,2,0,2
10805,26,0,2
10806,9,0,1
10807,2,1,3
10808,56,1,0
10809,77,1,0
10810,1,0,2
10811,3,1,0
10812,26,1,0
10813,9,0,0
10814,1,1,0
10815,32,0,2
10816,52,0,1
10817,41,1,3
10818,16,0,0
10819,40,1,0
10820,1,0,4
10821,23,1,0
10822,54,0,0
10823,25,1,4
10824,10,1,0
10825,32,1,0
10826,18,1,0
10827,61,1,3
10828,16,0,0
10829,31,1,0
10830,59,0,4
10831,1,1,2
10832,51,1,2
10833,1,1,2
10834,43,0,0
10835,92,1,2
10836,48,0,0
10837,15,1,4
10838,38,0,4
10839,6,0,4
10840,13,1,0
10841,1,0,0
10842,67,0,0
10843,16,1,0
10844,9,0,0
10845,9,0,2
10846,50,0,1
10847,67,0,0
10848,2,1,3
10849,16,1,0
10850,32,1,0
10851,32,0,2
10852,5,1,0
10853,21,1,2
10854,30,1,4
10855,15,0,0
10856,1,1,2
10857,29,0,0
10858,85,1,0
10859,51,1,0
10860,1,0,2
10861,85,1,0
10862,33,1,0
10863,2,1,2
10864,60,1,0
10865,58,0,0
10866,2,1,3
10867,40,0,3
10868,85,1,0
10869,1,0,3
10870,55,0,0
10871,38,1,3
10872,35,0,0
10873,2,1,0
10874,26,0,1
10875,28,0,2
10876,1,0,2
10877,75,1,0
10878,43,1,0
10879,14,1,2
10880,48,1,2
10881,11,1,4
10882,31,1,3
10883,25,0,3
10884,52,0,0
10885,8,1,2
10886,58,0,3
10887,15,1,2
10888,16,1,4
10889,42,0,0
10890,20,1,4
10891,49,0,0
10892,2,0,3
10893,49,0,0
10894,26,0,4
10895,15,0,4
10896,42,1,4
10897,9,0,0
10898,15,0,0
10899,89,1,3
10900,15,1,0
10901,3,1,2
10902,29,0,0
10903,65,0,0
10904,34,1,0
10905,62,0,0
10906,48,1,1
10907,38,1,0
10908,2,0,2
10909,1,1,0
10910,40,0,4
10911,16,1,0
10912,1,0,2
10913,6,1,0
10914,10,1,0
10915,22,1,3
10916,29,1,0
10917,23,1,4
10918,20,1,4
10919,79,0,0
10920,3,1,2
10921,42,0,2
10922,70,0,0
10923,4,0,0
10924,25,1,3
10925,72,0,2
10926,27,1,4
10927,52,1,1
10928,10,0,0
10929,90,1,0
10930,41,0,3
10931,6,0,0
10932,75,0,0
10933,1,1,2
10934,3,0,0
10935,3,1,0
10936,56,1,0
10937,52,1,0
10938,39,1,0
10939,67,0,0
10940,2,0,2
10941,26,0,0
10942,8,1,4
10943,48,1,0
10944,31,1,0
10945,28,1,0
10946,85,1,0
10947,68,0,0
10948,1,0,2
10949,75,0,0
10950,16,0,0
10951,42,0,4
10952,1,0,0
10953,69,1,0
10954,1,1,3
10955,29,0,0
10956,43,0,0
10957,16,0,1
10958,25,0,3
10959,21,1,3
10960,27,1,0
10961,50,1,0
10962,1,1,2
10963,3,0,2
10964,34,1,0
10965,28,1,3
10966,1,1,2
10967,16,0,0
10968,5,1,3
10969,3,0,2
10970,90,0,0
10971,13,0,2
10972,12,1,0
10973,1,0,0
10974,11,0,0
10975,2,1,4
10976,80,1,0
10977,48,1,0
10978,48,0,4
10979,17,0,0
10980,21,1,0
10981,4,1,1
10982,21,0,0
10983,46,0,3
10984,40,0,0
10985,1,1,2
10986,35,1,3
10987,85,0,0
10988,16,0,0
10989,35,0,0
10990,74,1,0
10991,10,0,0
10992,8,1,0
10993,22,1,2
10994,14,1,0
10995,1,1,0
10996,3,1,0
10997,69,1,0
10998,2,0,2
10999,46,1,0
11000,26,1,0
11001,26,0,2
11002,59,0,0
11003,5,1,2
11004,79,0,0
11005,1,0,3
11006,7,0,0
11007,19,0,0
11008,2,0,0
11009,14,0,4
11010,21,0,3
11011,20,1,0
11012,57,1,0
11013,2,1,2
11014,1,0,0
11015,1,0,0
11016,2,1,4
11017,9,0,0
11018,30,0,0
11019,7,1,0
11020,4,1,0
11021,36,0,0
11022,19,1,4
11023,27,1,1
11024,37,0,0
11025,2,0,0
11026,1,1,2
11027,4,0,1
11028,66,0,0
11029,15,0,0
11030,28,0,4
11031,3,1,2
11032,1,1,2
11033,29,1,4
11034,1,0,2
11035,15,0,0
11036,17,1,0
11037,21,1,0
11038,3,0,4
11039,50,0,0
11040,41,1,0
11041,3,1,0
11042,39,0,0
11043,35,0,0
11044,3,0,0
11045,37,1,2
11046,4,1,3
11047,40,0,4
11048,47,0,0
11049,26,0,0
11050,32,1,0
11051,16,0,0
11052,20,1,4
11053,31,1,3
11054,24,1,2
11055,22,1,3
11056,68,1,0
11057,4,1,3
11058,9,0,0
11059,49,0,3
11060,24,1,0
11061,36,0,3
11062,1,1,0
11063,75,1,0
11064,1,0,2
11065,55,0,0
11066,73,0,0
11067,9,0,0
11068,1,1,2
11069,18,0,0
11070,52,1,0
11071,29,0,0
11072,1,0,0
11073,35,1,0
11074,67,0,0
11075,52,1,0
11076,2,0,2
11077,13,1,0
11078,2,1,3
11079,29,1,0
11080,41,1,0
11081,24,1,0
11082,76,1,0
11083,1,0,4
11084,52,0,0
11085,24,1,0
11086,9,1,0
11087,52,0,0
11088,88,1,3
11089,26,1,3
11090,39,1,0
11091,68,1,0
11092,18,1,0
11093,14,0,2
11094,27,1,3
11095,3,1,2
11096,18,1,0
11097,18,0,2
11098,1,1,0
11099,56,0,3
11100,54,0,0
11101,21,0,4
11102,5,1,2
11103,40,0,3
11104,62,1,0
11105,1,1,4
11106,4,0,2
11107,1,1,3
11108,8,0,4
11109,1,0,4
11110,89,1,0
11111,2,1,2
11112,9,1,3
11113,24,1,0
11114,68,1,0
11115,11,0,0
11116,85,1,0
11117,85,0,0
11118,52,0,0
11119,21,1,3
11120,6,1,0
11121,22,1,3
11122,39,0,1
11123,8,0,0
11124,63,0,0
11125,20,1,2
11126,49,1,0
11127,62,0,0
11128,37,1,0
11129,27,0,4
11130,1,1,1
11131,69,1,2
11132,35,1,0
11133,26,0,2
11134,16,0,0
11135,71,1,0
11136,1,1,4
11137,3,1,2
11138,36,1,0
11139,73,1,0
11140,26,0,4
11141,58,0,0
11142,43,1,3
11143,1,0,0
11144,32,0,0
11145,45,1,0
11146,10,1,2
11147,59,0,0
11148,14,1,0
11149,1,0,2
11150,18,0,4
11151,55,1,0
11152,43,0,4
11153,4,1,0
11154,28,0,3
11155,58,0,0
11156,1,0,0
11157,9,0,2
11158,8,1,0
11159,20,1,4
11160,28,0,4
11161,53,1,0
11162,1,0,2
11163,1,1,2
11164,53,0,0
11165,54,0,0
11166,32,0,4
11167,66,1,0
11168,75,1,0
11169,24,0,2
11170,79,0,0
11171,1,1,0
11172,29,1,2
11173,27,0,3
11174,79,0,2
11175,38,1,0
11176,10,0,1
11177,1,0,3
11178,62,0,3
11179,31,1,4
11180,60,1,1
11181,32,1,0
11182,53,0,1
11183,47,0,0
11184,69,1,0
11185,63,1,0
11186,45,1,0
11187,75,1,0
11188,70,1,0
11189,88,1,0
11190,63,0,0
11191,30,1,4
11192,79,1,0
11193,20,1,2
11194,1,1,4
11195,18,1,4
11196,49,1,0
11197,67,0,0
